'meeting_id';'meeting_date';'attendee_id'
33094;'1971-07-16 03:00:00';4956
33095;'1996-04-19 03:00:00';846
33096;'1977-07-24 03:00:00';81
33097;'1978-11-07 03:00:00';2014
33098;'2008-11-06 02:00:00';3782
33099;'2017-08-31 02:00:00';499
33100;'1976-08-14 03:00:00';2212
33101;'1992-05-24 03:00:00';1031
33102;'2004-03-08 02:00:00';8808
33103;'2013-07-26 03:00:00';2433
33104;'1996-04-15 03:00:00';894
33105;'1983-05-07 04:00:00';5603
33106;'1981-04-28 04:00:00';1215
33107;'1993-10-24 02:00:00';9056
33108;'1986-12-09 03:00:00';9812
33109;'1985-12-13 03:00:00';6088
33110;'2003-08-04 03:00:00';5398
33111;'2000-01-06 02:00:00';9393
33112;'2006-06-11 03:00:00';8948
33113;'1990-10-10 02:00:00';2851
33114;'1980-03-28 03:00:00';3328
33115;'1997-08-01 03:00:00';5329
33116;'2006-08-10 03:00:00';7799
33117;'1999-06-22 03:00:00';2719
33118;'1989-06-29 03:00:00';9386
33119;'1983-09-18 04:00:00';2500
33120;'1992-09-24 03:00:00';2861
33121;'2001-11-23 02:00:00';6925
33122;'1993-12-26 02:00:00';9676
33123;'1975-02-19 03:00:00';4459
33124;'1976-03-03 03:00:00';741
33125;'1990-06-01 03:00:00';9451
33126;'1996-08-08 03:00:00';710
33127;'1981-01-07 03:00:00';9985
33128;'1981-06-11 04:00:00';9300
33129;'1984-06-26 04:00:00';8944
33130;'2012-10-09 03:00:00';4021
33131;'2004-09-04 03:00:00';3031
33132;'2004-02-04 02:00:00';939
33133;'2010-03-19 02:00:00';3259
33134;'2010-01-26 02:00:00';5197
33135;'1981-09-04 04:00:00';6989
33136;'1987-01-05 03:00:00';227
33137;'1984-05-25 04:00:00';6248
33138;'1972-08-06 03:00:00';1390
33139;'1985-12-28 03:00:00';5226
33140;'1978-03-09 03:00:00';417
33141;'1996-12-10 02:00:00';812
33142;'1993-01-17 02:00:00';5744
33143;'2016-03-10 02:00:00';2544
33144;'1976-08-12 03:00:00';6884
33145;'1997-08-09 03:00:00';5750
33146;'1996-03-30 02:00:00';4600
33147;'1987-07-25 04:00:00';9995
33148;'2014-10-26 02:00:00';2068
33149;'2003-12-19 02:00:00';9998
33150;'1970-05-24 03:00:00';1651
33151;'2005-07-22 03:00:00';1568
33152;'1971-08-28 03:00:00';7667
33153;'1974-02-19 03:00:00';8296
33154;'2012-04-23 03:00:00';6312
33155;'2006-02-23 02:00:00';3072
33156;'2004-12-28 02:00:00';8941
33157;'1979-01-01 03:00:00';5503
33158;'2010-10-22 03:00:00';4696
33159;'1989-09-26 02:00:00';9108
33160;'1982-11-17 03:00:00';2409
33161;'1986-10-17 03:00:00';7404
33162;'1972-11-28 03:00:00';2911
33163;'1983-01-12 03:00:00';6448
33164;'2011-09-01 03:00:00';567
33165;'2008-04-07 03:00:00';5694
33166;'1973-05-11 03:00:00';2050
33167;'1985-11-23 03:00:00';4258
33168;'2001-09-30 03:00:00';5713
33169;'2012-04-12 03:00:00';8256
33170;'2000-12-05 02:00:00';1887
33171;'2004-10-25 03:00:00';4737
33172;'2004-07-24 03:00:00';7148
33173;'2013-12-20 03:00:00';7608
33174;'2005-07-25 03:00:00';2930
33175;'2016-09-20 02:00:00';224
33176;'1980-06-14 03:00:00';9206
33177;'2003-01-31 02:00:00';2116
33178;'2012-01-20 03:00:00';2604
33179;'1992-06-03 03:00:00';42
33180;'2004-12-20 02:00:00';5015
33181;'2007-10-05 03:00:00';5900
33182;'2006-02-19 02:00:00';3740
33183;'2011-09-01 03:00:00';8725
33184;'2012-02-20 03:00:00';9746
33185;'2006-06-16 03:00:00';4821
33186;'2014-04-18 03:00:00';9208
33187;'2009-12-12 02:00:00';8465
33188;'1999-08-12 03:00:00';9666
33189;'2014-09-15 03:00:00';2874
33190;'1979-08-20 03:00:00';6514
33191;'1978-04-27 03:00:00';1608
33192;'1975-09-12 03:00:00';5423
33193;'2004-02-27 02:00:00';946
33194;'1976-05-05 03:00:00';4149
33195;'1994-10-18 02:00:00';9805
33196;'1997-03-15 02:00:00';7144
33197;'1973-06-09 03:00:00';7263
33198;'1978-10-22 03:00:00';4790
33199;'1997-11-15 02:00:00';7935
33200;'2007-04-27 03:00:00';9961
33201;'2001-01-07 02:00:00';3035
33202;'1987-07-12 04:00:00';4261
33203;'2001-06-11 03:00:00';8116
33204;'1971-04-03 03:00:00';5284
33205;'1987-01-03 03:00:00';7770
33206;'2004-05-26 03:00:00';9659
33207;'2009-12-09 02:00:00';4768
33208;'1999-08-07 03:00:00';3641
33209;'2002-05-12 03:00:00';252
33210;'1985-05-17 04:00:00';892
33211;'1984-09-05 04:00:00';8509
33212;'1987-01-21 03:00:00';2255
33213;'1984-03-02 03:00:00';153
33214;'2009-01-25 02:00:00';6644
33215;'1970-06-25 03:00:00';9970
33216;'1998-04-06 03:00:00';3322
33217;'1998-08-16 03:00:00';661
33218;'2017-06-20 02:00:00';555
33219;'1981-11-20 03:00:00';2959
33220;'1981-04-25 04:00:00';101
33221;'2004-09-04 03:00:00';4747
33222;'2013-02-14 03:00:00';2579
33223;'1997-04-06 03:00:00';7068
33224;'1980-11-02 03:00:00';3255
33225;'1978-10-05 03:00:00';9252
33226;'1996-07-23 03:00:00';1062
33227;'1995-02-08 02:00:00';9055
33228;'1989-01-31 03:00:00';4272
33229;'2008-05-02 03:00:00';9375
33230;'2015-10-01 02:00:00';1882
33231;'1972-08-08 03:00:00';5028
33232;'2014-07-02 03:00:00';1898
33233;'1998-05-01 03:00:00';8952
33234;'2011-03-03 02:00:00';7902
33235;'1980-09-03 03:00:00';6036
33236;'1997-06-12 03:00:00';3530
33237;'1997-09-06 03:00:00';2962
33238;'2012-06-22 03:00:00';5484
33239;'1996-12-30 02:00:00';3873
33240;'1981-10-18 03:00:00';9341
33241;'1984-03-02 03:00:00';9390
33242;'1993-04-26 03:00:00';1303
33243;'1974-01-19 03:00:00';4806
33244;'2015-09-16 02:00:00';1725
33245;'1996-08-25 03:00:00';6516
33246;'2007-06-01 03:00:00';7020
33247;'1990-04-15 03:00:00';6344
33248;'1981-01-05 03:00:00';1292
33249;'1972-04-11 03:00:00';3287
33250;'1979-08-24 03:00:00';5154
33251;'2008-04-20 03:00:00';9161
33252;'1970-12-16 03:00:00';726
33253;'2015-08-14 02:00:00';9539
33254;'1985-11-25 03:00:00';7595
33255;'1977-02-24 03:00:00';2833
33256;'1986-06-03 04:00:00';1584
33257;'1980-12-28 03:00:00';832
33258;'2017-06-08 02:00:00';2499
33259;'2008-03-04 02:00:00';6517
33260;'2015-11-19 02:00:00';3917
33261;'1997-01-20 02:00:00';3070
33262;'2010-12-14 02:00:00';5006
33263;'2015-11-13 02:00:00';6067
33264;'1987-06-28 04:00:00';997
33265;'1994-04-25 03:00:00';919
33266;'1980-08-31 03:00:00';43
33267;'2005-10-31 02:00:00';8241
33268;'2007-06-22 03:00:00';4221
33269;'2003-12-18 02:00:00';9122
33270;'1999-08-17 03:00:00';2981
33271;'1988-01-31 03:00:00';4850
33272;'1992-02-04 02:00:00';6036
33273;'1989-12-04 02:00:00';2380
33274;'1997-10-20 03:00:00';8894
33275;'1970-07-30 03:00:00';2402
33276;'2000-08-13 03:00:00';4353
33277;'1997-02-24 02:00:00';7086
33278;'2010-06-24 03:00:00';9107
33279;'1993-06-21 03:00:00';4935
33280;'2001-06-13 03:00:00';3896
33281;'2006-12-15 02:00:00';4940
33282;'1980-01-20 03:00:00';5805
33283;'1988-08-28 04:00:00';768
33284;'1996-02-29 02:00:00';1988
33285;'1999-07-20 03:00:00';6674
33286;'2000-06-22 03:00:00';8012
33287;'1978-07-21 03:00:00';1767
33288;'2006-12-29 02:00:00';6939
33289;'2005-06-27 03:00:00';3126
33290;'2009-10-02 03:00:00';1387
33291;'1970-06-26 03:00:00';9376
33292;'2004-06-19 03:00:00';719
33293;'1987-12-04 03:00:00';9659
33294;'2003-04-11 03:00:00';6497
33295;'2003-01-27 02:00:00';2442
33296;'1970-11-30 03:00:00';8633
33297;'2012-07-02 03:00:00';7242
33298;'2001-11-07 02:00:00';4780
33299;'2000-03-11 02:00:00';7162
33300;'2002-07-03 03:00:00';110
33301;'2009-12-26 02:00:00';328
33302;'1998-09-13 03:00:00';117
33303;'2017-05-07 02:00:00';7908
33304;'1986-07-29 04:00:00';5036
33305;'1977-11-22 03:00:00';5764
33306;'1980-01-06 03:00:00';7776
33307;'1982-11-01 03:00:00';964
33308;'2006-08-13 03:00:00';2123
33309;'1973-11-10 03:00:00';3047
33310;'1987-07-12 04:00:00';8634
33311;'2003-12-23 02:00:00';4446
33312;'1982-09-16 04:00:00';6541
33313;'1995-02-07 02:00:00';2164
33314;'1994-11-29 02:00:00';6091
33315;'1982-02-02 03:00:00';2516
33316;'2007-04-27 03:00:00';2832
33317;'1978-05-08 03:00:00';5847
33318;'1993-03-26 02:00:00';6260
33319;'1988-09-14 04:00:00';9294
33320;'1992-09-16 03:00:00';1336
33321;'2015-07-28 02:00:00';9736
33322;'1996-04-02 03:00:00';3391
33323;'2004-09-17 03:00:00';1920
33324;'1988-03-05 03:00:00';1927
33325;'1974-04-23 03:00:00';1463
33326;'1974-06-17 03:00:00';9588
33327;'1990-11-17 02:00:00';4793
33328;'2007-10-01 03:00:00';1431
33329;'2008-10-01 03:00:00';78
33330;'2007-12-29 02:00:00';1248
33331;'2012-10-24 03:00:00';5024
33332;'1991-04-10 03:00:00';9101
33333;'1995-12-06 02:00:00';7236
33334;'2004-01-16 02:00:00';8253
33335;'1996-05-22 03:00:00';8583
33336;'1971-12-29 03:00:00';2917
33337;'2008-07-31 03:00:00';7942
33338;'1980-11-03 03:00:00';3406
33339;'1972-08-24 03:00:00';4922
33340;'1999-07-25 03:00:00';9754
33341;'1982-06-08 04:00:00';9854
33342;'2010-10-27 03:00:00';1153
33343;'1984-04-23 04:00:00';7214
33344;'2016-03-23 02:00:00';4892
33345;'1990-08-30 03:00:00';9902
33346;'1977-06-29 03:00:00';2061
33347;'1988-06-22 04:00:00';2804
33348;'2016-08-30 02:00:00';3657
33349;'1996-10-26 03:00:00';4627
33350;'1970-06-05 03:00:00';499
33351;'1974-12-19 03:00:00';4869
33352;'1986-10-30 03:00:00';9591
33353;'2017-02-14 02:00:00';7748
33354;'2008-07-15 03:00:00';3647
33355;'1976-08-18 03:00:00';5861
33356;'1988-02-11 03:00:00';4469
33357;'1991-02-23 02:00:00';6161
33358;'1998-07-03 03:00:00';4022
33359;'1995-12-15 02:00:00';1233
33360;'2016-07-19 02:00:00';1743
33361;'1979-02-11 03:00:00';4118
33362;'1997-09-01 03:00:00';1767
33363;'1977-11-22 03:00:00';227
33364;'2012-01-10 03:00:00';8265
33365;'1972-10-25 03:00:00';6423
33366;'2011-10-12 03:00:00';4572
33367;'1970-06-15 03:00:00';3786
33368;'1987-02-28 03:00:00';1648
33369;'1977-01-10 03:00:00';132
33370;'2013-08-10 03:00:00';3896
33371;'1982-05-22 04:00:00';8372
33372;'2011-09-27 03:00:00';6350
33373;'2013-02-23 03:00:00';3460
33374;'2009-12-22 02:00:00';4935
33375;'1996-09-03 03:00:00';4711
33376;'1992-09-18 03:00:00';869
33377;'2008-12-16 02:00:00';155
33378;'1995-10-01 02:00:00';5891
33379;'1994-09-11 03:00:00';9937
33380;'1980-08-11 03:00:00';6672
33381;'1981-09-09 04:00:00';6837
33382;'2012-08-28 03:00:00';1627
33383;'2001-05-28 03:00:00';716
33384;'2006-10-28 03:00:00';3079
33385;'1990-10-20 02:00:00';7738
33386;'1980-11-26 03:00:00';9003
33387;'1971-02-05 03:00:00';6158
33388;'1988-05-27 04:00:00';1177
33389;'2007-12-26 02:00:00';170
33390;'1974-04-14 03:00:00';2584
33391;'2010-12-11 02:00:00';8498
33392;'2006-10-26 03:00:00';7281
33393;'1990-08-17 03:00:00';4272
33394;'2015-12-12 02:00:00';6307
33395;'2014-04-09 03:00:00';4386
33396;'2007-02-02 02:00:00';3235
33397;'1993-10-07 02:00:00';6049
33398;'1991-04-24 03:00:00';5427
33399;'1977-07-27 03:00:00';1470
33400;'1984-10-09 03:00:00';6797
33401;'1980-07-31 03:00:00';939
33402;'2017-07-06 02:00:00';5885
33403;'1985-11-01 03:00:00';884
33404;'1980-04-20 03:00:00';2553
33405;'2013-09-11 03:00:00';968
33406;'1990-10-17 02:00:00';317
33407;'1992-04-26 03:00:00';2328
33408;'2006-04-18 03:00:00';7671
33409;'1999-04-02 03:00:00';3434
33410;'2014-11-26 02:00:00';4924
33411;'1988-08-17 04:00:00';7514
33412;'1972-07-05 03:00:00';9861
33413;'1997-10-08 03:00:00';6446
33414;'2016-12-17 02:00:00';4841
33415;'2001-08-23 03:00:00';7013
33416;'1977-05-01 03:00:00';6168
33417;'1982-09-16 04:00:00';5627
33418;'2004-09-21 03:00:00';2114
33419;'1994-11-28 02:00:00';5051
33420;'1983-01-12 03:00:00';5218
33421;'1972-03-07 03:00:00';9410
33422;'1979-10-11 03:00:00';4074
33423;'1988-01-26 03:00:00';8347
33424;'1992-10-04 02:00:00';5308
33425;'1988-11-25 03:00:00';8061
33426;'2010-08-31 03:00:00';690
33427;'1971-06-22 03:00:00';541
33428;'1976-09-19 03:00:00';7562
33429;'1992-09-09 03:00:00';1617
33430;'2015-05-22 02:00:00';9778
33431;'1998-11-20 02:00:00';1203
33432;'1989-07-31 03:00:00';5836
33433;'1992-03-30 03:00:00';6318
33434;'2017-05-06 02:00:00';4030
33435;'1976-03-19 03:00:00';1512
33436;'2013-09-24 03:00:00';3064
33437;'1980-11-04 03:00:00';6795
33438;'1974-10-24 03:00:00';3475
33439;'2017-07-15 02:00:00';9409
33440;'2002-04-13 03:00:00';8547
33441;'2012-04-02 03:00:00';9116
33442;'2006-12-22 02:00:00';1624
33443;'2013-10-30 03:00:00';9792
33444;'1986-05-20 04:00:00';9031
33445;'1991-11-30 02:00:00';2366
33446;'1998-10-08 03:00:00';7536
33447;'2007-09-13 03:00:00';6093
33448;'1998-07-30 03:00:00';8972
33449;'1977-09-01 03:00:00';8151
33450;'2014-08-17 03:00:00';916
33451;'1995-05-02 03:00:00';1469
33452;'1979-03-11 03:00:00';2609
33453;'1988-03-23 03:00:00';4504
33454;'2007-06-09 03:00:00';5307
33455;'2009-06-11 03:00:00';5950
33456;'2006-07-29 03:00:00';3152
33457;'1988-11-15 03:00:00';4188
33458;'1981-12-04 03:00:00';2884
33459;'2007-02-09 02:00:00';7558
33460;'1982-10-07 03:00:00';1231
33461;'1992-01-01 02:00:00';760
33462;'2001-06-26 03:00:00';7064
33463;'1986-02-16 03:00:00';7544
33464;'1974-08-04 03:00:00';1820
33465;'1975-12-02 03:00:00';5147
33466;'1998-05-02 03:00:00';9642
33467;'1996-08-23 03:00:00';2784
33468;'2008-07-31 03:00:00';6574
33469;'1994-06-21 03:00:00';4333
33470;'2013-04-19 03:00:00';6648
33471;'2011-06-17 03:00:00';4916
33472;'2001-09-22 03:00:00';4584
33473;'1979-01-06 03:00:00';6961
33474;'1977-07-19 03:00:00';8089
33475;'2001-02-17 02:00:00';7011
33476;'1994-08-22 03:00:00';903
33477;'1976-03-01 03:00:00';516
33478;'2016-05-19 02:00:00';3630
33479;'1984-07-22 04:00:00';7575
33480;'1979-01-26 03:00:00';4784
33481;'1995-07-24 03:00:00';9245
33482;'1983-12-15 03:00:00';9955
33483;'2006-05-13 03:00:00';2292
33484;'1987-12-23 03:00:00';5765
33485;'1976-06-09 03:00:00';8781
33486;'2004-03-03 02:00:00';9436
33487;'2015-04-25 02:00:00';9992
33488;'1998-03-03 02:00:00';9631
33489;'2003-02-05 02:00:00';2158
33490;'1989-12-06 02:00:00';2090
33491;'1992-07-16 03:00:00';27
33492;'1974-03-17 03:00:00';9138
33493;'1997-06-07 03:00:00';1638
33494;'1976-07-25 03:00:00';6934
33495;'2008-05-30 03:00:00';4206
33496;'1999-08-22 03:00:00';6221
33497;'1975-01-23 03:00:00';3715
33498;'1981-08-31 04:00:00';2002
33499;'2003-09-03 03:00:00';2893
33500;'1991-09-13 03:00:00';6457
33501;'2017-04-30 02:00:00';8397
33502;'1972-06-07 03:00:00';7389
33503;'1975-07-28 03:00:00';7519
33504;'1976-07-05 03:00:00';9767
33505;'1979-07-09 03:00:00';9288
33506;'2013-08-01 03:00:00';6061
33507;'2005-09-20 03:00:00';4466
33508;'2004-05-26 03:00:00';8869
33509;'1990-08-27 03:00:00';7745
33510;'1987-06-09 04:00:00';8692
33511;'1994-06-17 03:00:00';5329
33512;'1999-05-16 03:00:00';7367
33513;'2009-06-13 03:00:00';3694
33514;'2014-12-27 02:00:00';3565
33515;'1976-06-14 03:00:00';3712
33516;'1971-08-08 03:00:00';5135
33517;'1981-05-25 04:00:00';9889
33518;'1979-12-11 03:00:00';8013
33519;'1996-10-18 03:00:00';7356
33520;'1983-02-28 03:00:00';5623
33521;'1991-02-07 02:00:00';7267
33522;'1998-08-16 03:00:00';3204
33523;'2003-04-21 03:00:00';2733
33524;'2006-11-10 02:00:00';7778
33525;'1984-01-25 03:00:00';6842
33526;'1998-01-25 02:00:00';8123
33527;'1976-08-17 03:00:00';4660
33528;'2011-10-10 03:00:00';8081
33529;'1980-12-25 03:00:00';293
33530;'2003-03-08 02:00:00';6934
33531;'1979-02-10 03:00:00';1503
33532;'1995-02-26 02:00:00';634
33533;'2002-02-05 02:00:00';5068
33534;'1990-09-09 03:00:00';609
33535;'2001-08-03 03:00:00';4850
33536;'2014-12-14 02:00:00';7888
33537;'2004-09-16 03:00:00';6082
33538;'2015-06-28 02:00:00';6788
33539;'2005-01-19 02:00:00';5070
33540;'2014-02-21 03:00:00';5072
33541;'2011-09-16 03:00:00';6533
33542;'1975-06-01 03:00:00';3393
33543;'1975-05-15 03:00:00';4428
33544;'2015-01-02 02:00:00';1967
33545;'1974-08-04 03:00:00';5338
33546;'1981-08-24 04:00:00';786
33547;'2012-12-10 03:00:00';4192
33548;'1980-01-16 03:00:00';2686
33549;'2004-08-19 03:00:00';1379
33550;'1994-05-27 03:00:00';5725
33551;'2013-03-15 03:00:00';2343
33552;'2001-07-11 03:00:00';7320
33553;'1970-02-09 03:00:00';4746
33554;'1998-07-17 03:00:00';5026
33555;'1974-07-15 03:00:00';2379
33556;'2001-07-28 03:00:00';7312
33557;'1995-12-23 02:00:00';3621
33558;'1972-06-24 03:00:00';5417
33559;'1975-06-16 03:00:00';956
33560;'1992-03-31 03:00:00';1366
33561;'1985-01-10 03:00:00';1570
33562;'2014-11-23 02:00:00';4533
33563;'1973-03-01 03:00:00';118
33564;'1977-07-09 03:00:00';3280
33565;'1996-12-30 02:00:00';4202
33566;'1983-06-09 04:00:00';3301
33567;'2017-04-08 02:00:00';9071
33568;'2014-06-30 03:00:00';4018
33569;'1986-07-08 04:00:00';879
33570;'1997-06-28 03:00:00';4752
33571;'1978-10-12 03:00:00';2007
33572;'2002-09-10 03:00:00';2584
33573;'2004-07-18 03:00:00';2623
33574;'1992-02-04 02:00:00';6806
33575;'1989-06-07 03:00:00';5351
33576;'1976-01-24 03:00:00';5369
33577;'1973-11-14 03:00:00';9840
33578;'1998-07-09 03:00:00';371
33579;'1974-02-05 03:00:00';4949
33580;'1997-03-20 02:00:00';9956
33581;'1998-09-26 03:00:00';3444
33582;'1984-11-19 03:00:00';7805
33583;'1991-11-15 02:00:00';476
33584;'1982-03-11 03:00:00';3091
33585;'2012-02-15 03:00:00';2932
33586;'2002-01-10 02:00:00';5603
33587;'2011-10-19 03:00:00';230
33588;'2017-04-16 02:00:00';1964
33589;'2017-03-24 02:00:00';4198
33590;'1972-01-03 03:00:00';3053
33591;'2001-10-08 03:00:00';6963
33592;'1978-08-25 03:00:00';2300
33593;'1975-12-10 03:00:00';4457
33594;'1992-10-10 02:00:00';6864
33595;'2011-06-06 03:00:00';9713
33596;'1996-04-02 03:00:00';4620
33597;'1980-08-13 03:00:00';2854
33598;'1973-12-28 03:00:00';3817
33599;'2002-04-08 03:00:00';4292
33600;'1982-01-06 03:00:00';4062
33601;'2017-05-11 02:00:00';5806
33602;'1996-07-11 03:00:00';2047
33603;'2001-05-10 03:00:00';5948
33604;'1995-05-03 03:00:00';2959
33605;'1980-02-21 03:00:00';5200
33606;'1997-10-05 03:00:00';739
33607;'2007-01-27 02:00:00';995
33608;'1976-04-19 03:00:00';8740
33609;'1999-11-05 02:00:00';129
33610;'2007-06-03 03:00:00';4816
33611;'2011-01-04 02:00:00';2030
33612;'2015-11-22 02:00:00';3358
33613;'1991-12-05 02:00:00';6323
33614;'1983-02-20 03:00:00';5773
33615;'1975-08-15 03:00:00';4953
33616;'2015-12-05 02:00:00';5848
33617;'1989-10-27 02:00:00';1937
33618;'1992-01-24 02:00:00';2263
33619;'1984-10-08 03:00:00';8365
33620;'1989-07-20 03:00:00';6613
33621;'1973-04-10 03:00:00';2287
33622;'1997-01-01 02:00:00';9866
33623;'2016-01-13 02:00:00';9020
33624;'1992-12-17 02:00:00';9492
33625;'1986-06-08 04:00:00';6108
33626;'2015-01-26 02:00:00';4679
33627;'1986-06-16 04:00:00';9280
33628;'1999-11-22 02:00:00';8110
33629;'1995-08-23 03:00:00';6912
33630;'2016-05-12 02:00:00';8412
33631;'1975-04-30 03:00:00';3969
33632;'1979-01-25 03:00:00';2644
33633;'1984-06-17 04:00:00';6592
33634;'1974-02-14 03:00:00';3937
33635;'2002-01-10 02:00:00';7646
33636;'1999-06-13 03:00:00';5635
33637;'2017-01-05 02:00:00';3511
33638;'1970-04-16 03:00:00';9447
33639;'1984-04-03 04:00:00';816
33640;'1991-02-08 02:00:00';5857
33641;'1993-07-16 03:00:00';4637
33642;'1985-06-27 04:00:00';2601
33643;'1991-03-18 02:00:00';1324
33644;'1993-04-20 03:00:00';2175
33645;'1981-02-05 03:00:00';9217
33646;'1999-06-20 03:00:00';2076
33647;'2009-07-20 03:00:00';8623
33648;'2006-09-13 03:00:00';3622
33649;'1972-02-09 03:00:00';9584
33650;'1996-01-28 02:00:00';6080
33651;'1978-05-13 03:00:00';4145
33652;'2000-10-12 03:00:00';7132
33653;'2011-09-17 03:00:00';8877
33654;'2012-01-13 03:00:00';9102
33655;'1980-12-29 03:00:00';4645
33656;'1979-07-03 03:00:00';2142
33657;'1972-09-26 03:00:00';8488
33658;'2002-06-21 03:00:00';2473
33659;'2005-05-05 03:00:00';5285
33660;'1986-06-05 04:00:00';2053
33661;'1972-06-08 03:00:00';5402
33662;'1987-07-03 04:00:00';3295
33663;'2010-11-15 02:00:00';7447
33664;'1998-06-13 03:00:00';4483
33665;'1999-10-28 03:00:00';5780
33666;'2008-09-13 03:00:00';1415
33667;'1994-11-29 02:00:00';9676
33668;'1978-01-12 03:00:00';21
33669;'1995-05-25 03:00:00';4405
33670;'1983-12-17 03:00:00';1203
33671;'2014-03-14 03:00:00';3309
33672;'1976-01-28 03:00:00';3184
33673;'2016-08-02 02:00:00';8211
33674;'1980-09-15 03:00:00';1341
33675;'2015-05-12 02:00:00';6110
33676;'2010-03-26 02:00:00';7573
33677;'2014-05-04 03:00:00';4574
33678;'1970-01-16 03:00:00';9418
33679;'1984-06-05 04:00:00';3213
33680;'1978-04-05 03:00:00';926
33681;'2000-11-25 02:00:00';8258
33682;'1998-04-18 03:00:00';6428
33683;'2007-02-12 02:00:00';8290
33684;'1987-12-02 03:00:00';7041
33685;'1970-06-14 03:00:00';7875
33686;'1986-02-16 03:00:00';8089
33687;'1974-10-19 03:00:00';2302
33688;'1977-02-25 03:00:00';1050
33689;'1976-03-03 03:00:00';3872
33690;'2001-04-09 03:00:00';3383
33691;'1981-01-13 03:00:00';4734
33692;'1977-11-16 03:00:00';370
33693;'1977-10-17 03:00:00';3938
33694;'1995-07-25 03:00:00';2050
33695;'2004-06-24 03:00:00';3638
33696;'1993-08-29 03:00:00';2220
33697;'1992-06-15 03:00:00';5916
33698;'2012-04-08 03:00:00';3985
33699;'1987-10-08 03:00:00';1799
33700;'2012-08-30 03:00:00';8612
33701;'2006-04-20 03:00:00';7130
33702;'1995-01-12 02:00:00';9830
33703;'2006-03-07 02:00:00';2923
33704;'1997-11-11 02:00:00';8160
33705;'1992-07-13 03:00:00';3940
33706;'1997-04-15 03:00:00';8204
33707;'1975-07-29 03:00:00';8358
33708;'1993-10-04 02:00:00';7825
33709;'1999-10-09 03:00:00';6121
33710;'2005-11-16 02:00:00';6409
33711;'2017-05-21 02:00:00';9477
33712;'2008-11-21 02:00:00';8448
33713;'1998-05-24 03:00:00';1718
33714;'2005-02-15 02:00:00';6331
33715;'1980-10-20 03:00:00';1168
33716;'2004-04-10 03:00:00';2371
33717;'1981-03-16 03:00:00';6415
33718;'1993-05-10 03:00:00';1645
33719;'1977-02-11 03:00:00';4648
33720;'1981-07-02 04:00:00';6887
33721;'2013-12-07 03:00:00';290
33722;'1979-09-04 03:00:00';6880
33723;'2016-05-24 02:00:00';7403
33724;'1970-12-31 03:00:00';8869
33725;'1974-01-06 03:00:00';5448
33726;'2003-09-23 03:00:00';2212
33727;'2003-10-25 03:00:00';7629
33728;'2013-08-07 03:00:00';8799
33729;'2012-01-18 03:00:00';4581
33730;'2006-11-21 02:00:00';6878
33731;'1981-12-18 03:00:00';7231
33732;'2010-05-25 03:00:00';2657
33733;'1987-06-08 04:00:00';8101
33734;'2013-03-28 03:00:00';5393
33735;'1997-03-01 02:00:00';6122
33736;'1979-03-03 03:00:00';6514
33737;'2008-01-30 02:00:00';6831
33738;'1994-09-18 03:00:00';4888
33739;'1973-11-01 03:00:00';4578
33740;'2013-10-20 03:00:00';1858
33741;'1978-11-12 03:00:00';2275
33742;'1972-06-28 03:00:00';4119
33743;'1978-03-04 03:00:00';6356
33744;'1996-05-19 03:00:00';827
33745;'2009-09-02 03:00:00';6477
33746;'1991-03-13 02:00:00';6142
33747;'1982-11-19 03:00:00';5402
33748;'2008-07-13 03:00:00';146
33749;'1971-05-06 03:00:00';2321
33750;'1992-02-18 02:00:00';8152
33751;'1996-04-16 03:00:00';4579
33752;'2004-11-05 02:00:00';8437
33753;'1990-12-03 02:00:00';1551
33754;'2004-04-27 03:00:00';1974
33755;'1987-01-27 03:00:00';6141
33756;'1976-06-03 03:00:00';2301
33757;'2005-11-28 02:00:00';6270
33758;'1977-07-02 03:00:00';9110
33759;'1988-02-10 03:00:00';9837
33760;'1973-11-15 03:00:00';8875
33761;'1995-03-20 02:00:00';6706
33762;'1998-07-13 03:00:00';5535
33763;'1973-10-25 03:00:00';2531
33764;'1993-01-01 02:00:00';6155
33765;'1997-08-01 03:00:00';3879
33766;'1999-07-31 03:00:00';6612
33767;'2013-01-10 03:00:00';7417
33768;'1972-09-09 03:00:00';6021
33769;'2003-11-14 02:00:00';8405
33770;'1972-05-21 03:00:00';8910
33771;'1978-08-01 03:00:00';9762
33772;'2017-02-02 02:00:00';889
33773;'2002-09-06 03:00:00';460
33774;'2013-11-30 03:00:00';8964
33775;'1996-02-23 02:00:00';2141
33776;'2005-05-08 03:00:00';5344
33777;'2003-05-03 03:00:00';5975
33778;'2003-12-28 02:00:00';8005
33779;'2006-01-06 02:00:00';1280
33780;'1991-12-10 02:00:00';5072
33781;'1995-02-22 02:00:00';8011
33782;'2015-08-02 02:00:00';4794
33783;'2007-01-12 02:00:00';6783
33784;'1994-06-22 03:00:00';2694
33785;'2003-01-16 02:00:00';9110
33786;'1974-11-07 03:00:00';1190
33787;'1978-11-30 03:00:00';4564
33788;'1977-10-13 03:00:00';4219
33789;'1973-11-26 03:00:00';6930
33790;'1999-08-29 03:00:00';8727
33791;'1977-05-29 03:00:00';7958
33792;'1971-02-04 03:00:00';4784
33793;'1987-10-08 03:00:00';3185
33794;'2003-10-13 03:00:00';9236
33795;'2007-11-23 02:00:00';3940
